GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c6_AML	avg-c6_cellHarmony-Reference
ENSMUSG00000036192	En	1.21793188925	6.02702062884e-23	7.7844998442e-19	Rorb	1.21793188925	0.0
ENSMUSG00000074604	En	8.73928242919	7.9253579082e-20	5.11819613712e-16	Mgst2	9.11225201375	0.372969584556
ENSMUSG00000020027	En	7.39999144557	1.93812173342e-16	8.34426010295e-13	Socs2	7.5668858875	0.166894441933
ENSMUSG00000096334	En	5.9345161355	3.40706813847e-15	1.10014230191e-11	Sh2d1b1	5.9345161355	0.0
ENSMUSG00000032578	En	4.555503558	4.63937576099e-11	1.19844354658e-07	Cish	4.555503558	0.0
ENSMUSG00000032496	En	1.52899485176	1.14161712694e-09	2.45752113526e-06	Ltf	1.58008266325	0.0510878114889
ENSMUSG00000036594	En	3.63044944422	6.96327333992e-09	1.28482340655e-05	H2-Aa	3.970593884	0.340144439778
ENSMUSG00000083192	En	-4.51875230757	8.66524753905e-09	1.39900421518e-05	Rpl31-ps12	0.5627403935	5.08149270107
ENSMUSG00000046687	En	3.16578232284	2.50178187077e-08	3.23130146429e-05	Gm5424	3.23772639175	0.0719440689111
ENSMUSG00000024186	En	3.18409229025	3.17495642849e-08	3.62507396554e-05	Rgs11	3.18409229025	0.0
ENSMUSG00000087175	En	3.9444777325	3.36798448331e-08	3.62507396554e-05	Gm15133	3.9444777325	0.0
ENSMUSG00000032089	En	3.1074156826	4.09825861725e-08	4.07177756157e-05	Il10ra	3.115827052	0.0084113694
ENSMUSG00000069306	En	3.73699379575	5.58562462861e-08	4.906304786e-05	Hist1h4m	3.73699379575	0.0
ENSMUSG00000026070	En	3.57213431626	5.69793835475e-08	4.906304786e-05	Il18r1	3.61104011275	0.0389057964889
ENSMUSG00000038357	En	3.08711830716	7.40643438111e-08	5.97884415415e-05	Camp	3.361616704	0.274498396844
ENSMUSG00000041272	En	3.74038116702	9.2022262168e-08	6.99152669507e-05	Tox	3.76078975	0.0204085829778
ENSMUSG00000020263	En	5.30205018588	1.07751508085e-07	7.73176932456e-05	Appl2	5.85734914275	0.555298956867
ENSMUSG00000001020	En	3.64470478353	1.19256100921e-07	8.10690420785e-05	S100a4	3.68013919575	0.0354344122222
ENSMUSG00000078922	En	4.11691195233	1.32577103695e-07	8.37657926728e-05	Tgtp1	4.27593886075	0.159026908422
Gm6251	Sy	4.25136144899	1.37851395071e-07	8.37657926728e-05	Gm6251	4.78341390075	0.532052451756
Rn4.5s	Sy	4.22514030676	1.42679423878e-07	8.37657926728e-05	Rn4.5s	10.290584555	6.06544424824
ENSMUSG00000031714	En	2.76200305019	1.86503390671e-07	0.000104733817126	Gab1	2.7972372605	0.0352342103111
ENSMUSG00000001025	En	5.69750206572	2.73223182994e-07	0.000147039609648	S100a6	6.0869195675	0.389417501778
ENSMUSG00000032329	En	5.98332972429	2.99175830707e-07	0.000154566201176	Hmg20a	7.059563592	1.07623386771
ENSMUSG00000022440	En	3.11314899142	3.20962259322e-07	0.000159444174669	C1qtnf6	3.179163872	0.0660148805778
ENSMUSG00000021918	En	3.96768871069	5.00142061756e-07	0.00023925314332	Nek4	4.132805234	0.165116523311
ENSMUSG00000024193	En	2.47320925783	5.63232895214e-07	0.000259811288378	Phf1	2.49148761825	0.0182783604222
ENSMUSG00000039236	En	6.96942124511	7.76303982074e-07	0.000342460519094	Isg20	7.92911780375	0.959696558644
ENSMUSG00000025226	En	3.26242684338	7.95433227998e-07	0.000342460519094	Fbxl15	3.322089482	0.0596626386222
ENSMUSG00000015766	En	2.63771518706	8.30767559549e-07	0.000346135283843	Eps8	2.70590787175	0.0681926846889
ENSMUSG00000087150	En	6.04143566116	1.02647466718e-06	0.00041431083754	BC064078	6.59626298425	0.554827323089
ENSMUSG00000035458	En	2.96970155506	1.41347357357e-06	0.00055322499019	Tnni3	3.0522036835	0.0825021284444
Cep131	Sy	1.2090921335	1.4885578118e-06	0.000553961857093	Cep131	1.2090921335	0.0
ENSMUSG00000026748	En	3.41405917425	1.50113541331e-06	0.000553961857093	Plxdc2	3.54675748525	0.132698311
ENSMUSG00000024097	En	-4.56198816196	1.68838407405e-06	0.000605754686121	Srsf7	4.38886666275	8.95085482471
ENSMUSG00000031353	En	-6.53401645904	1.77051092672e-06	0.000618051868366	Rbbp7	0.265011846	6.79902830504
ENSMUSG00000067928	En	2.56830668679	1.94641521006e-06	0.000644612791107	Zfp760	2.6045598755	0.0362531887111
ENSMUSG00000028108	En	5.10821785481	2.09865254184e-06	0.00067765490576	Ecm1	5.57529603225	0.467078177444
ENSMUSG00000048376	En	4.84411231869	2.19099085298e-06	0.00069021555749	F2r	5.121143978	0.277031659311
ENSMUSG00000024036	En	2.86884753894	2.75369253906e-06	0.000838526344046	Slc37a1	2.8968949265	0.0280473875556
ENSMUSG00000029570	En	0.609573213	2.79162533246e-06	0.000838526344046	Lfng	0.609573213	0.0
ENSMUSG00000003970	En	-1.95975387826	4.07065797765e-06	0.00118022584113	Rpl8	9.25295155625	11.2127054345
ENSMUSG00000070822	En	3.06594745051	4.11196677384e-06	0.00118022584113	Zscan18	3.225524756	0.159577305489
ENSMUSG00000037894	En	-3.27369779268	4.89210401123e-06	0.00135776923374	H2afz	8.32999322725	11.6036910199
ENSMUSG00000073409	En	4.95925969311	4.94078305866e-06	0.00135776923374	H2-Q6	5.78186673975	0.822607046644
ENSMUSG00000022016	En	2.89317156441	5.68398513659e-06	0.00152946566717	Akap11	3.29711993625	0.403948371844
ENSMUSG00000000204	En	3.76186335812	5.98782785559e-06	0.00157834254251	Slfn4	4.1324987125	0.370635354378
ENSMUSG00000005474	En	2.49176703629	6.35191038932e-06	0.00164082549177	Myl10	2.615715227	0.123948190711
ENSMUSG00000087424	En	1.29145186275	6.5576697965e-06	0.0016607620214	5730405O15Rik	1.29145186275	0.0
ENSMUSG00000028434	En	3.79899709139	9.20908583236e-06	0.00228739524251	Epb4.1l4b	3.9906513825	0.191654291111
ENSMUSG00000015340	En	0.899062982422	1.23550850132e-05	0.00301091090624	Cybb	0.9331448	0.0340818175778
ENSMUSG00000032103	En	5.48275241566	1.35514216945e-05	0.00324129930751	Pus3	6.28038062275	0.797628207089
ENSMUSG00000036256	En	1.86649737429	1.51702603933e-05	0.00353138556018	Igfbp7	1.91273421125	0.0462368369556
H2-Q8	Sy	4.56608133408	1.53110553864e-05	0.00353138556018	H2-Q8	5.1345406825	0.568459348422
ENSMUSG00000028268	En	4.28543515138	1.64262826674e-05	0.00372213801636	Gbp3	4.729686992	0.444251840622
ENSMUSG00000056367	En	1.88128231275	1.69450249e-05	0.00377348175187	Actr3b	1.88128231275	0.0
ENSMUSG00000037601	En	-5.11399368243	1.74219499004e-05	0.00381393059175	Nme1	3.0981241955	8.21211787793
ENSMUSG00000025330	En	5.02541801688	2.03461793918e-05	0.00437985421708	Padi4	5.9981486655	0.972730648622
ENSMUSG00000034744	En	6.26783082827	2.27394822044e-05	0.00481480577298	Nagk	7.601325857	1.33349502873
ENSMUSG00000026835	En	0.869149799339	2.34711720888e-05	0.0048895751403	Fcnb	0.95798886325	0.0888390639111
ENSMUSG00000079014	En	1.04151013541	2.45568243667e-05	0.00503453878603	Serpina3i	1.1579786635	0.116468528089
ENSMUSG00000079550	En	2.47932823109	2.60492379253e-05	0.00525706182879	Mpp4	2.70499358825	0.225665357156
ENSMUSG00000035790	En	5.80668336713	2.74738626011e-05	0.00545926783624	Cep19	6.785018251	0.978334883867
ENSMUSG00000037971	En	2.97670205897	2.95895515666e-05	0.00579058557627	1110032A03Rik	3.4204168735	0.443714814533
ENSMUSG00000054932	En	3.44867967527	3.08572500954e-05	0.00594854092884	Afp	3.634854851	0.186175175733
ENSMUSG00000022861	En	5.207341728	3.3681830774e-05	0.00639756656289	Dgkg	6.486593716	1.279251988
ENSMUSG00000030214	En	2.48479460275	3.47096210908e-05	0.0064146284511	Plbd1	2.53129973075	0.046505128
ENSMUSG00000004633	En	2.17746012482	3.47649420546e-05	0.0064146284511	Chn2	2.224197802	0.0467376771778
ENSMUSG00000026879	En	2.33678836399	3.90825886857e-05	0.00710972838683	Gsn	2.46478957675	0.128001212756
ENSMUSG00000027997	En	5.28091829566	3.97798608658e-05	0.00713606504086	Casp6	6.03775937075	0.756841075089
ENSMUSG00000024513	En	4.46964686666	4.52805983965e-05	0.00801156450534	Mbd2	5.8001512795	1.33050441284
