GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c9_AML	avg-c9_cellHarmony-Reference
Gm6251	Sy	4.92976259426	6.23543051299e-15	7.70449794185e-11	Gm6251	5.2193775824	0.289614988143
ENSMUSG00000020027	En	6.3690512492	1.2912025118e-14	7.97704911791e-11	Socs2	6.3690512492	0.0
Chil3	Sy	2.19254630891	4.21755120304e-14	1.73706875549e-10	Chil3	2.2534266902	0.0608803812857
ENSMUSG00000032496	En	1.67365769163	4.51788361204e-12	1.39557424776e-08	Ltf	1.7646935742	0.0910358825714
ENSMUSG00000032484	En	3.87846593719	3.34992906747e-10	8.27834471153e-07	Ngp	4.2281934958	0.349727558607
ENSMUSG00000050335	En	5.57714771287	8.82303792485e-10	1.81695760999e-06	Lgals3	5.7624455528	0.185297839929
ENSMUSG00000036192	En	1.4482245838	3.34666574206e-09	5.90734312984e-06	Rorb	1.4482245838	0.0
ENSMUSG00000069939	En	3.21962796925	9.97793605705e-09	1.54109222401e-05	Gm12070	3.723812897	0.50418492775
ENSMUSG00000001020	En	6.88700542384	2.51033043139e-08	3.44640475669e-05	S100a4	7.4831034348	0.596098010964
ENSMUSG00000068566	En	5.35528827936	6.51112916363e-08	8.04515119458e-05	Myadm	6.1093240454	0.754035766036
ENSMUSG00000034892	En	1.38927455307	8.17158317242e-08	9.17891651622e-05	Rps29	12.613501112	11.2242265589
ENSMUSG00000041481	En	3.89297013828	1.38340882697e-07	0.00014244499555	Serpina3g	4.0603694606	0.167399322321
ENSMUSG00000083192	En	-3.45088724066	1.98646886635e-07	0.000188806225482	Rpl31-ps12	1.6045179498	5.05540519046
ENSMUSG00000056054	En	4.34202025961	2.26490601224e-07	0.00019989413348	S100a8	4.929611226	0.587590966393
ENSMUSG00000024053	En	5.19304558074	2.45744186931e-07	0.000202427678248	Emilin2	5.8478901502	0.654844569464
ENSMUSG00000001025	En	6.1682555402	5.68091703661e-07	0.000438708818152	S100a6	7.1724718162	1.004216276
ENSMUSG00000086503	En	3.85858131634	6.91317367383e-07	0.000502465728905	Xist	3.8723641422	0.0137828258571
ENSMUSG00000045868	En	3.31986591007	1.24186664599e-06	0.000852472459878	Gvin1	4.409390857	1.08952494693
ENSMUSG00000054843	En	2.45034263247	1.35740665318e-06	0.000882742979302	Atrnl1	2.5206210514	0.0702784189286
ENSMUSG00000028832	En	-1.99881434547	1.78980291019e-06	0.00105593999929	Stmn1	9.4623986356	11.4612129811
