GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c8_AML	avg-c8_cellHarmony-Reference
ENSMUSG00000060509	En	8.59392676536	1.04917535683e-15	1.24935801491e-11	Xcr1	8.74931600376	0.1553892384
ENSMUSG00000002944	En	9.60780079956	8.0993878091e-15	4.82237550154e-11	Cd36	9.60780079956	0.0
ENSMUSG00000030223	En	-7.10760533876	6.49014034905e-11	2.57615304255e-07	Ptpro	0.445267246441	7.5528725852
ENSMUSG00000003545	En	-3.83338823109	3.87256371004e-09	1.15286221648e-05	Fosb	0.0948973097059	3.9282855408
ENSMUSG00000017550	En	-3.73654000797	8.57434994252e-09	1.81124230469e-05	Atad5	0.00923701202941	3.74577702
ENSMUSG00000027447	En	1.45724569753	9.12617889499e-09	1.81124230469e-05	Cst3	15.7898936535	14.332647956
Rps27rt	Sy	6.76611096071	1.56120095068e-08	2.65582584582e-05	Rps27rt	12.0401858977	5.274074937
ENSMUSG00000001020	En	-5.1741330584	2.4979931903e-08	3.71826286376e-05	S100a4	0.0	5.1741330584
ENSMUSG00000028657	En	5.90416540955	5.00073141743e-08	5.61601793861e-05	Ppt1	11.4919459891	5.5877805796
ENSMUSG00000028587	En	-0.8770472718	5.02469912636e-08	5.61601793861e-05	Orc1	0.0	0.8770472718
Gm6251	Sy	3.53103132726	5.18778949653e-08	5.61601793861e-05	Gm6251	3.53103132726	0.0
ENSMUSG00000036181	En	-4.7055942898	5.94312656885e-08	5.89756259848e-05	Hist1h1c	0.243497034	4.9490913238
Rn4.5s	Sy	3.62436744302	7.33761543085e-08	6.09275095233e-05	Rn4.5s	8.77314724762	5.1487798046
ENSMUSG00000002661	En	-4.40327357007	7.51200931961e-08	6.09275095233e-05	Alkbh7	0.0488213105294	4.4520948806
ENSMUSG00000029910	En	-3.87309637465	7.67477866014e-08	6.09275095233e-05	Mad2l1	0.178418758147	4.0515151328
ENSMUSG00000027326	En	-4.33373706729	1.06273747711e-07	7.87535695818e-05	Casc5	0.159031316706	4.492768384
ENSMUSG00000022021	En	-2.1236221002	1.12429516534e-07	7.87535695818e-05	Diap3	0.0	2.1236221002
ENSMUSG00000004568	En	-0.837865114329	1.51962178162e-07	9.7776698784e-05	Arhgef18	0.0169954124706	0.8548605268
ENSMUSG00000050936	En	-3.26305564695	1.56009176763e-07	9.7776698784e-05	Hist2h2bb	0.0551700018529	3.3182256488
ENSMUSG00000029638	En	-3.86813873515	1.7046513975e-07	0.000101494944207	Glcci1	0.101420773853	3.969559509
ENSMUSG00000027811	En	-4.65026009121	1.93850089359e-07	0.000107886970823	4930579G24Rik	1.14539997279	5.795660064
ENSMUSG00000028560	En	-5.02837006817	1.99320906794e-07	0.000107886970823	Usp1	0.611204254029	5.6395743222
ENSMUSG00000015880	En	-4.38701335395	2.13787432519e-07	0.00011068611941	Ncapg	0.0495075376471	4.4365208916
ENSMUSG00000071068	En	-3.74364525266	3.12678430661e-07	0.000155140614679	Treml2	0.0566279477353	3.8002732004
ENSMUSG00000021391	En	-3.50215298575	3.36100988047e-07	0.000155385605027	Cenpp	0.0332626726471	3.5354156584
ENSMUSG00000044285	En	2.87122781275	3.39269879972e-07	0.000155385605027	Gm1821	8.37719997615	5.5059721634
ENSMUSG00000096581	En	8.56298340935	3.60198495543e-07	0.000156612708907	Bcl2a1d	8.56298340935	0.0
ENSMUSG00000024212	En	-2.71958053538	3.68252926554e-07	0.000156612708907	Mllt1	0.0396405596176	2.759221095
ENSMUSG00000036594	En	2.71425820852	5.86187802085e-07	0.000235917166291	H2-Aa	14.6855054791	11.9712472706
1190002F15Rik	Sy	-3.68851767836	5.94349595963e-07	0.000235917166291	1190002F15Rik	0.198997708441	3.8875153868
ENSMUSG00000039997	En	-7.10585167505	6.57817420319e-07	0.000244878405813	Ifi203	1.93568338735	9.0415350624
ENSMUSG00000029413	En	4.42521326904	6.58054164093e-07	0.000244878405813	Naaa	11.0876505252	6.6624372562
ENSMUSG00000033031	En	-3.47841478945	6.94445302472e-07	0.000250589535207	C330027C09Rik	0.0905500021471	3.5689647916
ENSMUSG00000030214	En	2.84163412674	7.4000326404e-07	0.000259175260829	Plbd1	11.3495259179	8.5078917912
ENSMUSG00000024969	En	-3.23851314133	8.81790152203e-07	0.000300010203784	Mark2	0.346787696471	3.5853008378
ENSMUSG00000019699	En	-2.64840412633	9.30003141326e-07	0.000307624372414	Akt3	0.0286302234706	2.6770343498
ENSMUSG00000093809	En	8.49918741747	1.36524608985e-06	0.000439387849674	Bcl2a1a	8.49918741747	0.0
ENSMUSG00000035666	En	-3.49561895156	1.66511191443e-06	0.0005217934915	Gtf3c4	0.176011731235	3.6716306828
ENSMUSG00000070985	En	-1.06846825205	2.0314180927e-06	0.000620259657637	Acnat1	0.193228335353	1.2616965874
ENSMUSG00000029322	En	-5.89559906095	2.11038445383e-06	0.000628261451904	Plac8	3.24913702085	9.1447360818
ENSMUSG00000046179	En	-4.951020066	2.28456332321e-06	0.000663526342752	E2f8	0.517981636	5.469001702
ENSMUSG00000037725	En	-3.57186635057	2.64471700548e-06	0.000749840240507	Ckap2	0.0480659400294	3.6199322906
ENSMUSG00000031309	En	-4.22795140397	3.06504299869e-06	0.000848803070428	Rps6ka3	0.374791446029	4.60274285
ENSMUSG00000027429	En	-5.76943684364	3.17602011018e-06	0.000859546533455	Sec23b	0.748265121559	6.5177019652
ENSMUSG00000060586	En	5.64855022853	3.26399334196e-06	0.000863725171468	H2-Eb1	12.3791373165	6.730587088
ENSMUSG00000064254	En	-2.48237822649	3.35588800636e-06	0.000868737269126	Ethe1	0.101493792912	2.5838720194
ENSMUSG00000005947	En	7.61004052026	3.78288153104e-06	0.000946321239435	Itgae	7.61004052026	0.0
ENSMUSG00000042447	En	-3.26577559474	3.86599118682e-06	0.000946321239435	Mios	0.0765903330588	3.3423659278
ENSMUSG00000056234	En	-4.57850944279	3.99762453791e-06	0.000946321239435	Ncoa4	0.506327617412	5.0848370602
ENSMUSG00000028689	En	-5.44725066996	4.0525216412e-06	0.000946321239435	Ccdc163	1.03006516424	6.4773158342
ENSMUSG00000026683	En	-4.7920534759	5.05585123806e-06	0.00115778993352	Nuf2	0.2479919995	5.0400454754
ENSMUSG00000016494	En	-3.87657357219	5.58231922003e-06	0.00125423126928	Cd34	0.803188046206	4.6797616184
ENSMUSG00000033526	En	-3.33845503658	6.14063608609e-06	0.00135412397246	Ppip5k1	0.120666415618	3.4591214522
