GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c7_AML	avg-c7_cellHarmony-Reference
ENSMUSG00000020027	En	8.13054599612	6.26194900996e-35	8.08730714637e-31	Socs2	8.15620783728	0.02566184116
ENSMUSG00000036192	En	1.08842335485	9.46624377435e-20	6.11282691729e-16	Rorb	1.09286460733	0.00444125248
ENSMUSG00000001025	En	7.17061772259	5.6977746673e-17	2.45289199427e-13	S100a6	7.41021053139	0.2395928088
ENSMUSG00000083192	En	-4.15880950652	1.03489481836e-15	3.34141664478e-12	Rpl31-ps12	0.393964095278	4.5527736018
ENSMUSG00000001020	En	6.51700866106	1.44780772511e-14	3.73968735396e-11	S100a4	6.51700866106	0.0
ENSMUSG00000036594	En	2.4224462981	1.22754265204e-13	2.64228555851e-10	H2-Aa	2.68561804306	0.26317174496
Rn4.5s	Sy	3.22031774934	2.49443427333e-13	4.6022312343e-10	Rn4.5s	9.10599049206	5.88567274272
ENSMUSG00000024610	En	2.93287272337	7.48319285593e-13	1.20806794668e-09	Cd74	3.12014935717	0.1872766338
ENSMUSG00000073940	En	7.57697821156	1.26709771786e-12	1.63645670262e-09	Hbb-b2	7.57697821156	0.0
Hbb-bt	Sy	7.57697821156	1.26709771786e-12	1.63645670262e-09	Hbb-bt	7.57697821156	0.0
ENSMUSG00000044258	En	3.65145409452	7.23477958664e-12	7.85637345788e-09	Ctla2a	7.78210610944	4.13065201492
ENSMUSG00000044285	En	2.80700365886	7.29976627909e-12	7.85637345788e-09	Gm1821	8.8077462575	6.00074259864
ENSMUSG00000046687	En	5.30887996917	1.78731414847e-10	1.77562786365e-07	Gm5424	5.36236557633	0.05348560716
ENSMUSG00000020125	En	-7.80551902217	4.18937871344e-10	3.86470186315e-07	Elane	4.34167950611	12.1471985283
ENSMUSG00000087150	En	6.99279467366	9.18548674353e-10	7.52448965904e-07	BC064078	7.68636234278	0.69356766912
ENSMUSG00000056071	En	3.09232052371	9.32186097907e-10	7.52448965904e-07	S100a9	3.72128773483	0.62896721112
ENSMUSG00000032484	En	2.96410539054	2.40608536024e-09	1.82791720162e-06	Ngp	3.06393319706	0.09982780652
