GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c10_AML	avg-c10_cellHarmony-Reference
ENSMUSG00000025279	En	0.7997648864	2.7374894846e-57	3.83358027423e-53	Dnase1l3	0.7997648864	0.0
ENSMUSG00000046687	En	6.85118900219	5.6810349282e-39	3.97786065673e-35	Gm5424	7.0487963924	0.197607390208
ENSMUSG00000036192	En	0.890775189258	1.22640854356e-36	5.72487508133e-33	Rorb	0.8936597362	0.00288454694167
ENSMUSG00000020027	En	5.02173469893	4.6388207574e-28	1.62405114717e-24	Socs2	5.0659084948	0.044173795875
ENSMUSG00000036594	En	2.6248247409	1.67915973364e-27	4.70299058199e-24	H2-Aa	2.715552734	0.0907279931
ENSMUSG00000003617	En	4.40474533064	7.07493777148e-26	1.65129047586e-22	Cp	4.4824200824	0.0776747517583
ENSMUSG00000024610	En	2.86316921544	1.28422608146e-23	2.5691860064e-20	Cd74	2.994530897	0.131361681558
ENSMUSG00000017144	En	2.86933940911	1.13870510194e-22	1.99330328095e-19	Rnd3	2.8873309362	0.0179915270917
ENSMUSG00000030214	En	0.633570341275	9.06426256783e-18	1.41039925555e-14	Plbd1	0.6483964478	0.014826106525
ENSMUSG00000032578	En	4.05143233894	1.41279421927e-17	1.97847702467e-14	Cish	4.1123192552	0.0608869162583
ENSMUSG00000036256	En	1.1669789198	2.78652767747e-17	3.54750305412e-14	Igfbp7	1.1669789198	0.0
ENSMUSG00000047565	En	1.17788394698	9.05325031362e-17	1.0565143116e-13	Acot10	1.2045853164	0.0267013694167
ENSMUSG00000083192	En	-4.93118914216	6.28624238355e-16	6.7717337184e-13	Rpl31-ps12	0.0	4.93118914216
ENSMUSG00000020646	En	1.9104421642	8.8452784886e-16	8.84780571102e-13	Mboat2	1.9104421642	0.0
ENSMUSG00000042757	En	2.52806405229	4.32160253213e-13	3.49517203089e-10	Tmem108	2.6368141496	0.108750097308
ENSMUSG00000044583	En	1.61369304639	4.49250903713e-13	3.49517203089e-10	Tlr7	1.6281557312	0.0144626848083
Gm6251	Sy	4.13417340492	8.84299959077e-13	6.51775611943e-10	Gm6251	4.5655710952	0.431397690283
ENSMUSG00000021697	En	4.68527315123	9.53990605559e-13	6.67984222013e-10	Depdc1b	5.0702488536	0.384975702367
ENSMUSG00000049436	En	2.3797079664	1.45946401747e-12	9.73254004795e-10	Upk1b	2.3797079664	0.0
ENSMUSG00000034168	En	2.10824566374	2.15464120111e-12	1.37152706274e-09	Irf2bpl	2.1806892406	0.0724435768583
ENSMUSG00000024206	En	2.25767143603	8.73810921128e-11	5.09868672478e-08	Rfx2	2.323497901	0.065826464975
ENSMUSG00000001020	En	5.27983141838	1.14637558415e-10	6.42153747218e-08	S100a4	5.5528276126	0.272996194225
ENSMUSG00000025491	En	9.12663716399	3.39081991087e-10	1.82634777045e-07	Ifitm1	11.1395706826	2.01293351861
LOC100503496	Sy	3.09871855008	1.02664173447e-09	5.1346753034e-07	LOC100503496	3.4048086216	0.306090071525
ENSMUSG00000028063	En	1.7814494036	1.34080768662e-09	6.47471408392e-07	Lmna	1.7814494036	0.0
Vcpkmt	Sy	4.88101355429	2.48494190186e-09	1.15997087979e-06	Vcpkmt	5.4288588626	0.547845308308
ENSMUSG00000091269	En	1.28896575152	1.00509275789e-08	4.54042547788e-06	Gm6682	1.4402554068	0.151289655283
ENSMUSG00000021719	En	1.41162314218	3.25570585551e-08	1.42477827502e-05	Rgs7bp	1.4939120844	0.082288942225
ENSMUSG00000029804	En	2.78430612115	4.20724893513e-08	1.7854034572e-05	Herc3	3.0218413686	0.23753524745
ENSMUSG00000050232	En	1.3994681928	4.56933169942e-08	1.82825488911e-05	Cxcr3	1.3994681928	0.0
ENSMUSG00000021892	En	2.02944714185	5.99445088982e-08	2.33184139614e-05	Sh3bp5	2.1475712818	0.11812413995
ENSMUSG00000027072	En	2.43545923652	8.12871039235e-08	3.01194069039e-05	Prg3	2.5203517624	0.0848925258833
ENSMUSG00000036427	En	-2.82298360792	8.17293246464e-08	3.01194069039e-05	Gpi1	6.6242788232	9.44726243112
ENSMUSG00000039126	En	2.76970700688	1.02688207701e-07	3.63461783907e-05	Prune2	3.0207181526	0.251011145717
ENSMUSG00000031503	En	0.713119637508	1.1948600316e-07	3.98400473394e-05	Col4a2	0.7253252064	0.0122055688917
ENSMUSG00000004768	En	1.63926059693	1.28241974535e-07	4.17651304973e-05	Rab23	1.6890720942	0.0498114972667
ENSMUSG00000044927	En	1.370240138	1.89484378733e-07	6.0307709995e-05	H1fx	1.4374583778	0.0672182398
ENSMUSG00000050908	En	1.19848078221	2.20445851079e-07	6.86027488558e-05	Tvp23a	1.213274679	0.0147938967917
Mir8114	Sy	1.6384486982	2.73911292916e-07	6.88102457778e-05	Mir8114	1.6384486982	0.0
ENSMUSG00000056367	En	1.5051041618	2.77289141315e-07	6.88102457778e-05	Actr3b	1.5051041618	0.0
ENSMUSG00000037362	En	1.356481713	2.82354566104e-07	6.88102457778e-05	Nov	1.356481713	0.0
ENSMUSG00000020930	En	1.3292037222	2.83483947071e-07	6.88102457778e-05	Ccdc103	1.3292037222	0.0
ENSMUSG00000032725	En	1.3047437524	2.84561054541e-07	6.88102457778e-05	Folr2	1.3047437524	0.0
