GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-c3_AML	avg-c3_cellHarmony-Reference
ENSMUSG00000036192	En	1.34396378467	9.24886189631e-40	1.26182222851e-35	Rorb	1.34396378467	0.0
ENSMUSG00000025279	En	0.998111741778	3.47694027212e-26	2.37179480663e-22	Dnase1l3	0.998111741778	0.0
Chil3	Sy	1.28507625673	2.78689321121e-25	1.26738613602e-21	Chil3	1.29191014811	0.00683389137931
ENSMUSG00000038357	En	2.2993903831	2.97656559398e-19	1.01523210997e-15	Camp	2.32187379289	0.0224834097931
ENSMUSG00000026070	En	5.36321974685	5.4233641377e-19	1.47981913861e-15	Il18r1	5.57019211222	0.206972365368
ENSMUSG00000032496	En	1.12736597321	5.55748475265e-17	1.26367940801e-13	Ltf	1.13145958022	0.00409360701149
ENSMUSG00000024065	En	3.13162931744	5.05009195451e-15	8.61230056693e-12	Ehd3	3.13162931744	0.0
ENSMUSG00000046687	En	3.3339741459	1.37441241163e-14	2.08345650354e-11	Gm5424	3.45956457956	0.125590433655
ENSMUSG00000004558	En	3.42482760074	2.05413079306e-13	2.80245064098e-10	Ndrg2	3.56449737222	0.139669771483
ENSMUSG00000042055	En	4.06767954415	1.05687822405e-12	1.20158246756e-09	Wdr11	4.36267851689	0.294998972736
ENSMUSG00000020027	En	6.93383851436	4.61090550244e-12	4.83896798229e-09	Socs2	7.92115884289	0.987320328529
ENSMUSG00000056054	En	3.75449278526	1.07020659618e-11	1.04291632798e-08	S100a8	4.16980641056	0.415313625299
Gm6251	Sy	3.5583618836	4.90403803231e-11	4.46038605832e-08	Gm6251	4.20104080067	0.642678917069
ENSMUSG00000026822	En	1.29060567467	7.16524636391e-11	6.10971600893e-08	Lcn2	1.29060567467	0.0
ENSMUSG00000022995	En	2.07314030486	2.79115297926e-10	2.23998235859e-07	Enah	2.20387248544	0.130732180586
ENSMUSG00000078922	En	4.5233720852	4.37989359997e-10	3.31971602136e-07	Tgtp1	5.09899464367	0.575622558471
ENSMUSG00000032484	En	3.40498301659	1.30917118947e-09	9.40053817783e-07	Ngp	3.70460852756	0.299625510966
ENSMUSG00000046314	En	1.85896670923	5.46338363792e-09	3.72684714861e-06	Stxbp6	1.91496944156	0.0560027323218
ENSMUSG00000091269	En	1.36547839553	9.38200285699e-09	6.03258436628e-06	Gm6682	1.49935518267	0.133876787138
ENSMUSG00000022261	En	1.74499434967	9.72783523112e-09	6.03258436628e-06	Sdc2	1.74499434967	0.0
ENSMUSG00000026835	En	0.728069153	1.13450057607e-08	6.7295614606e-06	Fcnb	0.728069153	0.0
ENSMUSG00000044285	En	2.38757930895	2.00511868342e-08	1.13982642491e-05	Gm1821	8.91745264656	6.52987333761
ENSMUSG00000028108	En	2.32310280978	2.10778146161e-08	1.15025849923e-05	Ecm1	2.32310280978	0.0
ENSMUSG00000016028	En	1.50809848844	2.91893132301e-08	1.53165307846e-05	Celsr1	1.51684889389	0.00875040544828
ENSMUSG00000090159	En	2.76385854701	4.19189228896e-08	2.11814764808e-05	Gm8580	3.25568484378	0.49182629677
ENSMUSG00000056071	En	3.19727907249	9.00851322191e-08	4.38939806738e-05	S100a9	3.54704699844	0.349767925954
ENSMUSG00000066363	En	3.37322587882	1.76216505336e-07	8.23124639365e-05	Serpina3f	3.63030078978	0.257074910954
ENSMUSG00000083192	En	-3.57930945864	1.82447872516e-07	8.23124639365e-05	Rpl31-ps12	0.510785143333	4.09009460198
ENSMUSG00000079014	En	1.33096179927	1.87032645462e-07	8.23124639365e-05	Serpina3i	1.52687039678	0.195908597506
ENSMUSG00000002076	En	2.27389353729	2.4618390574e-07	0.00010344715333	Hsf2bp	2.33877787989	0.0648843425977
ENSMUSG00000021211	En	3.4999652548	2.51805018226e-07	0.00010344715333	Akr1c12	3.91602212356	0.416056868759
ENSMUSG00000071516	En	2.29410662555	2.5780277162e-07	0.00010344715333	Hist1h2ai	2.53785012978	0.24374350423
ENSMUSG00000096581	En	0.637947128111	3.01918034313e-07	0.000117687649775	Bcl2a1d	0.637947128111	0.0
ENSMUSG00000001348	En	2.32227763367	4.86782856714e-07	0.000181260373859	Acp5	2.39513657011	0.0728589364368
5830416I19Rik	Sy	1.03218165103	4.91580578522e-07	0.000181260373859	5830416I19Rik	1.04088306767	0.00870141663218
ENSMUSG00000055862	En	3.04547217347	7.68657197647e-07	0.000275968161776	Izumo4	3.34131718167	0.295845008195
ENSMUSG00000004328	En	1.71037776315	8.22262314048e-07	0.000287644224373	Hif3a	1.78390255989	0.0735247967356
ENSMUSG00000086503	En	1.5384636504	9.7150818515e-07	0.00033135715425	Xist	1.66052429944	0.122060649046
ENSMUSG00000068396	En	1.87618973251	2.45220971868e-06	0.00081598773639	Rpl34-ps1	11.44464838	9.56845864749
ENSMUSG00000042757	En	1.09349610184	2.63171551135e-06	0.000840302690232	Tmem108	1.139070912	0.0455748101609
ENSMUSG00000026958	En	2.63935408272	2.68544406524e-06	0.000840302690232	Dpp7	2.81095106644	0.171596983724
ENSMUSG00000064267	En	1.20544401636	2.71005778569e-06	0.000840302690232	Hvcn1	1.21302935611	0.00758533974713
ENSMUSG00000087150	En	3.63218017571	2.79357633775e-06	0.000846950266133	BC064078	4.32042321644	0.688243040736
