UID	HSCP-1_AML:HSCP-1_AML	HSCP-2_AML:HSCP-2_AML	IG2_AML:IG2_AML	DC_AML:DC_AML	Mono_AML:Mono_AML	Myelocyte_AML:Myelocyte_AML
AML--negative:Apobec3	-3.78252402349	-3.59101948713	-3.24967381652	-3.12325286349	-0.885985019026	0.820182914714
AML--negative:Egfl7	-3.91411743715	-1.71317600579	-0.0641188531938	-0.890176263	-0.640103998442	-0.0118106748036
AML--negative:Dffb	-0.357317663684	-0.637799479857	-1.09809459717	-1.50545100168	-0.979217378736	-0.295594500286
DC_AML__co-3-Query--positive:S100a11	1.7300141405	2.13169931258	0.961574174323	1.71783653004	-0.0111087503373	0.353485414107
DC_AML__co-3-Query--negative:Eltd1	-4.83225418853	-2.13708529005	-4.56249430539	0.0106849599412	-0.233872443496	0.195019284
DC_AML__co-3-Query--negative:Fosb	-1.86364007524	-0.9178333361	-2.1047281685	-3.83338823109	-1.42220807526	-1.13411290993
DC_AML__co-3-Query--negative:Dnph1	0.371465083072	-0.0475319814943	-3.19724849935	-1.73823450862	-1.25787545414	-0.0341070888393
DC_AML__co-3-Query--negative:Hdc	-0.056721275673	-0.585003159682	-4.51298509177	-0.0312633552059	-1.97236512206	-0.743903019321
DC_AML__co-3-Query--negative:Atad5	-0.227081793167	0.344006567234	-1.63078845879	-3.73654000797	-1.02555899292	-0.856462280089
DC_AML__co-3-Query--negative:Mta1	-0.399990812892	-0.476007352185	-1.75365598673	-2.68857564878	-0.331426285407	0.763391438804
DC_AML__co-3-Query--negative:Nt5dc2	-0.160682313335	-0.724656897379	-3.03216334503	-0.17278769	-1.18432627701	-0.496387348214
DC_AML__co-3-Query--negative:Rab44	3.66685054876	3.3586474786	-1.43506019748	0.0325678116647	1.52965352763	-2.75692569157
DC_AML__co-3-Query--negative:Sun2	0.254740912581	0.0126929273471	-2.52111221966	-3.20253923782	-1.04218883801	-1.34805554277
DC_AML__co-3-Query--negative:Prrc2a	-0.0748126951786	-0.156093520152	-1.59346482747	-0.463439568041	-0.793538768343	-0.502180918607
DC_AML__co-3-Query--negative:Dennd5a	-1.70232764627	-0.183737685318	-2.39901096898	-4.02776543902	0.151519532699	-1.45303160402
DC_AML__co-3-Query--negative:Gm14403	-0.750782174772	-0.0405040613931	-1.00785177813	-1.78102947929	-0.402143118709	-0.287106531643
DC_AML__co-3-Query--negative:Nnt	-0.496588943617	0.170358848733	-3.19260610953	-1.23487972162	0.415442038543	1.22580612766
DC_AML__co-3-Query--negative:Rce1	-0.438748447102	-0.8271493962	-2.60018995233	-2.84562557655	-1.16505613879	-0.506776388071
DC_AML__co-3-Query--negative:Mki67	-0.579713584266	0.15876999096	-1.25016123754	-3.56644985171	0.477537611231	-1.68233212321
DC_AML__co-3-Query--negative:Frat1	0.00718022042584	0.50026243808	-1.78354779504	-2.80219674044	-1.32716423371	-0.89028887425
DC_AML__co-3-Query--negative:Nktr	-0.526458062311	-1.15928931209	-2.55929882233	-4.50615143669	0.942961912875	0.245428241036
DC_AML__co-3-Query--negative:Vbp1	0.55717043127	1.46809479219	-1.44710672732	-5.67871938045	-0.785904397899	0.325888860929
DC_AML__co-3-Query--negative:Cenpa	-1.02824004549	1.25187049669	-1.40217654076	-3.35235136069	-0.123986336398	-4.32902364798
DC_AML__co-3-Query--negative:Sh3glb2	-0.910021358211	-0.111906879874	-1.90474593934	-2.80865037746	-0.530275083337	0.533535583375
DC_AML__co-3-Query--negative:Cep83	-0.260295845405	-0.195465761521	-1.27630751537	-3.92182313139	0.354041055831	-0.635662779929
DC_AML__co-3-Query--negative:Mcrs1	0.725037233301	0.238935091513	-1.61076636253	-3.19925058459	-0.30190198526	0.638125447821
DC_AML__co-3-Query--negative:Blm	-0.545039383718	0.389362326816	-0.806576521791	-2.845631577	-0.125605837505	-0.224146323429
DC_AML__co-3-Query--negative:Cd63	5.30232845968	2.3570033687	-0.272214816538	0.512702658453	1.3992145956	0.0827089464643
DC_AML__co-3-Query--negative:Snora31	0.025461656756	-1.15691545259	-1.86167244935	-3.90595915677	2.25995060453	3.79433452036
DC_AML__co-3-Query--negative:Hist1h2ae	1.3986782215	-0.629336253741	-0.998412492702	-3.28061429728	0.493265898637	-1.35168194518
DC_AML__co-3-Query--negative:Atp13a1	-1.52880585208	-1.51842523994	-1.1404236164	-4.15337260609	-0.905643267087	-0.641382465893
DC_AML__co-3-Query--negative:Pbrm1	-0.156185075903	-0.193431754045	-0.709156088692	-4.21605579131	0.0870381922426	1.06835685696
DC_AML__co-3-Query--negative:Kdm8	-0.165365126986	0.983172090893	-1.87519054664	-1.52662375826	-0.11460721737	-0.0278262008571
DC_AML__co-3-Query--negative:Foxm1	0.228704690093	-0.345508339271	-1.52595703826	-3.05053799784	-0.0091172185549	-1.31687180877
DC_AML__co-3-Query--negative:Tmem176b	0.99991226829	1.40134954269	1.47323988195	-2.17667148015	2.54045126207	0.573917962696
DC_AML__co-3-Query--negative:Mrps6	0.950582391434	0.222133887626	-1.32163870451	-1.24170494149	0.329258430859	0.0
DC_AML__co-3-Query--negative:Omd	-0.295934530006	-0.114922929283	-0.0270461955077	-2.36987646722	0.594466328575	-0.791281840714
DC_AML__co-3-Query--negative:Egr1	-4.94245143914	-2.5502231486	-4.11690261714	-0.128757145588	1.10670851288	4.81712485568
DC_AML__co-3-Query--negative:Ckap5	0.0625774670048	2.28493264082	0.411445988831	-4.32273079216	0.119318242406	-1.79939710655
DC_AML__co-3-Query--negative:Acy1	-0.589843810823	-0.85455968304	-1.50109260436	-2.22330292546	-0.0484825859191	0.395022267339
DC_AML__co-3-Query--negative:Cdan1	-0.971914396231	-0.74145994603	-0.956407084258	-2.75803369767	0.606201477098	-0.0243232724643
DC_AML__co-3-Query--negative:Esco2	0.597313573024	0.787575034317	-1.08706726284	-3.14512608009	0.0136699516015	1.54771391712
DC_AML__co-3-Query--negative:Hist1h1b	0.927704745847	-0.257766188629	-1.13529143098	-2.74601764766	0.944096414406	-0.308844952607
DC_AML__co-3-Query--negative:Lmf1	0.462996989754	-0.157589373859	-1.064402846	-2.60461024469	0.233101371068	-0.438444620786
DC_AML__co-3-Query--negative:Zwilch	-1.46173068026	0.575177626931	-0.652035239351	-2.90373031094	-0.377425851062	0.682312860893
DC_AML__co-3-Query--negative:Dhx29	0.123146861384	-0.514015821966	-0.774235758889	-1.84105355089	-0.54694720618	0.426910837357
DC_AML__co-2-Query--positive:Id2	0.829172345234	1.24312880969	3.04583032772	0.125990241088	2.19177428515	-1.2282864863
DC_AML__co-2-Query--positive:Lsp1	-2.15471297527	3.32972547486	5.03828206546	0.000281234088238	4.8399684986	0.173392604643
DC_AML__co-2-Query--positive:Gm2a	-2.07603941681	-2.21400967865	-0.795060984185	1.58776781859	0.788996436363	0.954872176089
DC_AML__co-2-Query--positive:Cst3	-0.810585846432	1.30682000075	0.0220574857538	1.45724569753	0.181471598921	-0.762403127625
DC_AML__co-2-Query--positive:Tmsb4x	0.423873033062	0.181570770583	0.538468710277	0.915496571412	0.0458479399348	-0.386183660357
DC_AML__co-2-Query--positive:Myadm	-0.192894815056	0.298588460518	1.79289544922	0.413760534329	3.59898860776	0.966836506625
DC_AML__co-2-Query--positive:Notch2	-0.855204567965	-0.219969316555	1.01974177396	-0.202878827165	1.46068407921	1.65231364295
DC_AML__co-2-Query--positive:Crip1	-0.922023788144	1.61921072034	3.11756626936	-0.328644653529	2.85402085683	1.78991486707
DC_AML__co-2-Query--positive:Actb	-0.631231117863	-0.583170745529	-0.0928425793538	-0.134457835706	0.0828894578677	0.628551799286
DC_AML__co-2-Query--positive:Tmsb10	-0.00885617487081	0.987734486366	1.5246597475	-1.39752349818	1.0957173893	-0.744088573214
DC_AML__co-2-Query--positive:Ppt1	0.142551335115	0.114347410456	0.61101946676	5.90416540955	1.58940022925	3.03598957346
DC_AML__co-2-Query--positive:Malat1	-0.32254133845	-0.969803564417	-0.0913793981815	1.09197998728	0.494806996856	0.00211161208929
DC_AML__co-2-Query--positive:Clnk	0.200844913086	0.283275621523	3.0012056402	3.07477832165	1.56211945347	0.054119925875
DC_AML__co-2-Query--positive:Flt3	-5.27551996621	-1.55466618274	1.24677809001	-0.262709178988	1.94040343008	0.102783828
DC_AML__co-2-Query--positive:Gsap	0.336211671766	-0.514978928511	-0.0798554262462	-0.580523987859	2.29162329513	-1.169844661
DC_AML__co-2-Query--positive:Casp6	1.15717834469	0.529465758386	4.17734532572	2.72338627419	1.5495736884	-0.0799810577143
DC_AML__co-2-Query--positive:Dpysl2	-0.636694126241	0.271492403482	3.9058523694	-1.03634697706	2.76056141559	-1.14172487116
DC_AML__co-2-Query--positive:Pafah1b3	1.31662012863	0.205110233505	2.87280821418	2.65781634286	2.10117433637	0.666613549125
DC_AML__co-2-Query--positive:Tcf7l2	-2.17505226052	-0.760365831394	1.606070772	3.15794344428	1.71972619016	0.025204232625
DC_AML__co-2-Query--positive:Tspan13	-0.291194854241	-0.168328773638	1.36687997183	1.56627002472	1.8256226187	0.0
DC_AML__co-2-Query--positive:Slc39a1	0.504708520724	0.911494244341	0.675656990114	1.27272701774	1.51609704047	3.32157400346
DC_AML__co-2-Query--positive:Iqgap1	-0.177978193563	0.0773362393345	0.48775658696	-0.876927142406	0.975218463935	1.19599441
DC_AML__co-2-Query--positive:Gnb4	3.33497889435	0.73403559738	0.829137187726	1.96277439099	0.304398719675	0.0298483575
DC_AML__co-2-Query--positive:Prickle3	-0.429917976171	-0.869466298901	2.38515793307	-1.60582750939	0.82110781552	-0.450858598179
DC_AML__co-2-Query--positive:Filip1l	-0.389042610158	-0.349437896586	0.105828181074	-0.428097319271	1.16173656256	0.226364505125
DC_AML__co-2-Query--positive:Tyr	-0.815105929234	-1.15875480373	-0.326941697625	-0.553410432918	0.355933083632	0.535076382554
DC_AML__co-2-Query--positive:Aldoc	0.41639734841	-0.0402167278069	0.624413465692	1.29900608418	0.987755361055	0.0
DC_AML__co-2-Query--positive:Clasp2	0.74126727744	0.907509768343	0.419006090265	2.72358942122	1.58061704773	0.973745068196
DC_AML__co-2-Query--positive:Cd53	-4.37499685214	1.13915148624	-1.71771370606	-0.0358946580529	1.02051440422	0.999020464875
DC_AML__co-2-Query--negative:Gpc1	0.251997341549	-0.429988562023	-4.00837098696	-1.41571283344	-4.85766741767	-1.01740631987
DC_AML__co-2-Query--negative:Alas1	0.145891479601	0.943308933834	-3.45670050932	-0.0468708713235	-3.30518545116	0.0246748549643
DC_AML__co-2-Query--negative:Elane	1.42830273577	0.785508621806	-9.06429688928	-0.356971937959	-2.61050177723	-1.35820183618
DC_AML__co-2-Query--negative:Igsf6	0.21200013626	-0.106091918177	-6.45883218106	-3.65524418061	-2.72477209574	-1.574935425
DC_AML__co-2-Query--negative:Ctsg	2.49709996336	2.96150158748	-1.40271214971	-1.16095657984	-0.793150719451	-1.45651253146
DC_AML__co-2-Query--negative:Ly6c2	0.758729374721	0.683669360331	-3.82653769312	0.291252540429	-3.07142279524	-0.444981217107
DC_AML__co-2-Query--negative:Plac8	0.574697785563	2.30248774298	-0.523363246277	-5.89559906095	0.0458497379794	0.341940384429
DC_AML__co-2-Query--negative:Prtn3	0.727757162758	0.379869175363	-3.77332682494	-0.724203361265	-0.621580611926	-2.81042504768
DC_AML__co-2-Query--negative:Mpo	-0.626015042442	0.868790808621	-5.25623556154	-1.49000527252	-0.670389513667	-0.956054999589
DC_AML__co-2-Query--negative:Ap3s1	-0.494030214504	0.655732108984	-4.25385444767	-2.37989020359	-1.26978446915	-0.654311782661
DC_AML__co-2-Query--negative:Rrm1	-1.08415516395	0.310705883215	-0.540283713151	-4.99489065073	-2.93112773367	-2.59354086711
DC_AML__co-2-Query--negative:Cdk4	-1.81945408858	-0.336482471971	-0.0563170323938	-3.20359451009	-1.84693245731	2.18863461184
DC_AML__co-2-Query--negative:Tuba4a	-0.665775442033	1.08123972025	-0.68214690964	-1.82559587222	-1.7186074849	-4.04659428612
DC_AML__co-2-Query--negative:Ramp1	-1.143162786	-0.724429718874	0.701630165382	-4.53510268748	-0.561047546096	-1.16967731652
DC_AML__co-2-Query--negative:Ms4a3	1.36343544175	-0.0879525465644	-6.0740621308	-0.357535774441	-1.06862654324	-2.36072453418
DC_AML__co-2-Query--negative:Rrm2	-0.0096711217177	1.02014568333	-2.27747407382	-4.78459420404	-2.80131983039	-0.0443149140536
DC_AML__co-2-Query--negative:Slpi	-0.124846090667	-0.0859587913241	-3.77751075143	-0.440603374982	-3.14578798135	-0.608037413161
DC_AML__co-2-Query--negative:Ptma	-0.154457612121	-0.0176095205402	-0.338499796985	-1.39948235976	-0.404871750466	-1.15691670075
DC_AML__co-2-Query--negative:Ifitm2	0.538712047715	0.701083547713	0.859390613357	-4.53836913413	0.40254513146	-1.84021267586
DC_AML__co-2-Query--negative:Ly6c1	-0.052536486386	-0.136921474736	-1.29034142208	0.0424590191471	-2.4033386452	-1.29096814562
DC_AML__co-2-Query--negative:Cmtm7	0.205906323665	2.69991178878	0.218142468677	-2.6996722926	-1.81839294068	-3.67826734304
DC_AML__co-2-Query--negative:Pa2g4	0.613422402242	-2.03848550585	-0.506993783622	-2.30326273257	-1.87877182358	-0.730633163768
DC_AML__co-2-Query--negative:Fcgr3	0.525280698775	0.67749914323	-4.79767715624	0.188209784218	-2.97858288103	1.87883603946
DC_AML__co-2-Query--negative:Fam111a	-0.763643503026	0.101315723702	-0.583068830212	-5.48998267042	-0.892536201332	2.85638707716
DC_AML__co-2-Query--negative:Dctpp1	0.0633115339314	-0.885636582972	-0.0833487014554	-1.74239212979	-2.3900126418	1.94903561677
DC_AML__co-2-Query--negative:Mcm3	-0.508055786482	-0.135549605298	-0.230177227905	-2.55093400669	-1.92895597013	0.404192868036
DC_AML__co-2-Query--negative:Hmgn2	-0.639428016169	-0.937138086099	-1.20206807835	-1.98457880208	-0.808169366077	-0.693827510357
DC_AML__co-2-Query--negative:Ethe1	0.0891597079601	-0.514941281205	0.196097567188	-2.48237822649	-2.45359637408	-3.3605263968
DC_AML__co-2-Query--negative:Hp	0.145565553273	0.149650126213	-4.61838726641	-0.0672475728706	-2.54981232131	-2.38785872311
DC_AML__co-2-Query--negative:Hmga1	-0.186656430944	-0.2351375447	-1.38721662455	-2.42682526103	-2.04644821516	0.395175968786
DC_AML__co-2-Query--negative:Anxa3	-0.179427630222	0.337878514186	-3.46650736173	-1.24025057225	-0.577061654992	1.5195841148
DC_AML__co-2-Query--negative:Ass1	0.515940105341	-0.761002867859	-2.38401163725	-6.08837006642	-2.42433078951	-0.0786700816429
DC_AML__co-2-Query--negative:Dtymk	-1.41739783314	-1.55428986211	-0.504054666255	-2.72478479723	-1.96754947106	0.370750352839
DC_AML__co-2-Query--negative:Fam107b	-0.00848518484051	0.143761297087	-0.0883590070554	-5.25737418136	0.506527166197	0.728632729107
DC_AML__co-2-Query--negative:Cks1b	-0.328811770868	-1.80669896016	-1.40859878626	-2.83274094574	-1.94272602595	-3.27601943655
DC_AML__co-2-Query--negative:Cd93	-3.37917384138	-3.41037315367	-0.802565629609	-0.284914340612	0.0139424664922	-0.377512819071
DC_AML__co-2-Query--negative:Syce2	-0.484571416797	0.664608924472	-0.531435210889	-3.23340013959	-2.24246975215	-1.06945334146
DC_AML__co-2-Query--negative:Ly6a	-3.53247045585	-3.36474095782	1.21849851118	-1.04612601723	-2.00134937377	-1.05250441052
DC_AML__co-2-Query--negative:Gm12504	-0.375720780931	-0.158810568214	-0.62319538192	-0.722894700235	-0.76437456494	-0.923509696304
DC_AML__co-2-Query--negative:Tuba1b	0.0411513020654	-0.357592144285	-0.544112265369	-2.71791579154	-1.49097138182	-2.08845258941
DC_AML__co-2-Query--negative:Pcna	1.77629346106	0.663277965786	0.653555165868	-5.90346040068	-2.08301463362	1.71184314141
DC_AML__co-2-Query--negative:Ppid	-2.05621723932	-0.481718758607	-1.15427180604	-3.01299872714	-2.51373454963	-0.4330841165
DC_AML__co-2-Query--negative:Rfc4	-0.99750923875	-0.248893007113	-1.44666541706	-1.5860011608	-2.05886256778	1.49663696571
DC_AML__co-2-Query--negative:Idh1	-0.0725928220159	-0.101947469987	-4.46495165713	-1.60827647449	-1.42445380478	-2.56253742754
DC_AML__co-2-Query--negative:Erh	0.302260800746	0.358279725471	-0.186616108252	-3.05540344384	-1.11664055501	-1.98307520821
DC_AML__co-2-Query--negative:Tmed3	3.21701176859	-0.0475901441195	-2.77870940354	0.992577427694	-2.74510810698	-3.73741105796
DC_AML__co-2-Query--negative:Rsl24d1	-0.286969815357	-0.0193778392	0.664991997932	-1.55164793952	-1.69354384578	0.540685822536
DC_AML__co-2-Query--negative:2810417H13Rik	-0.187514145896	-0.931986193431	-1.4980074042	-5.21455752944	-2.06306365339	-0.612626907964
DC_AML__co-2-Query--negative:Hspd1	0.0762010635582	-0.63382325424	-0.182306743409	-0.0862183111765	-1.83047506337	1.10810153382
DC_AML__co-2-Query--negative:Psmc1	0.420822656986	0.621366389002	1.77726422815	-5.25863354872	-2.89469828285	0.601531294875
DC_AML__co-2-Query--negative:Nucks1	-1.74913757398	0.134031318644	-2.15448527517	-3.34697969157	-1.63412455113	-1.42058754461
DC_AML__co-2-Query--negative:Atp5a1	0.510347276534	1.15450945046	-0.552099015538	-1.62343454004	-1.21067812393	0.320847249429
DC_AML__co-2-Query--negative:F13a1	-0.116389384667	-0.112208110749	-1.15831702029	-0.627224201594	-3.88829792487	-0.339878038018
DC_AML__co-2-Query--negative:Calr	0.771824761317	0.892504051161	-1.68436651944	-2.19957558482	-0.555107257392	-2.16788408796
DC_AML__co-2-Query--negative:Eif5a	-0.052014325622	0.135257387206	-0.537770784225	-1.89226653191	-0.605290331288	-1.32158002332
DC_AML__co-2-Query--negative:Uhrf1	-0.465561822789	-1.5610155972	-0.805222236815	-4.05264643289	-1.42999291558	0.349121321929
DC_AML__co-2-Query--negative:Cct6a	0.104163076011	0.455889373801	-1.34350331097	-1.81217599914	-1.94945138191	-0.901369190911
DC_AML__co-2-Query--negative:Ddb1	1.47987830133	1.0881808694	-1.43047590645	-4.23284913163	-0.426359863381	0.598894483036
DC_AML__co-2-Query--negative:Timm8a1	-1.10047685763	-0.0434358816345	-0.326092199545	-0.848643036818	-2.47770210911	-0.329729706214
DC_AML__co-2-Query--negative:Mrpl12	-1.00797174299	-1.1780235111	-1.6012232277	-2.30101252676	-2.22293276597	-0.113011443625
DC_AML__co-2-Query--negative:Sf3b5	0.981164261019	0.771747710652	-0.796811996545	-2.34196308488	-1.69611471531	-0.519564009339
DC_AML__co-2-Query--negative:Etfb	1.43796149609	-0.961404869247	-0.721406356446	-1.43402418627	-1.27806296194	-0.755299677286
DC_AML__co-2-Query--negative:Lig1	-1.75415180245	-0.308883228021	-0.539041963111	-2.83102417458	-1.76635447842	-0.233628865946
DC_AML__co-2-Query--negative:Trem3	0.0	-0.0702131997586	-3.48742527741	0.190304608471	-3.91513506745	-1.60320134029
DC_AML__co-2-Query--negative:Lyar	-0.28366752552	1.16557694804	-1.410318977	-1.27253092884	-1.86809026279	-0.565225044107
DC_AML__co-2-Query--negative:Rgcc	1.88032415093	2.70174384475	1.78402993602	0.144840322382	-2.41407458855	-1.62482773691
DC_AML__co-2-Query--negative:Ilf2	-1.23740763866	-0.0632249405609	1.15212414153	-4.00210698221	-0.589898870463	-1.96043572018
DC_AML__co-2-Query--negative:Rnaset2a	0.221375605708	-0.29946546816	-0.617588116437	-0.286281168494	-2.60751422851	-1.47876832032
DC_AML__co-2-Query--negative:Pebp1	-0.0292839595056	-2.05155623746	-0.856689166708	-1.49364356922	-1.53832756209	-0.642565983714
DC_AML__co-2-Query--negative:Mad2l1	-0.528506188049	0.180307347357	0.454974301055	-3.87309637465	-1.94456807196	0.389009960875
DC_AML__co-2-Query--negative:Gpi1	-0.218895323919	0.283184047931	-1.07743570698	-2.44660726762	-1.00836199182	-1.23867355111
DC_AML__co-2-Query--negative:Fen1	-0.596045022853	0.86323649239	-1.59478460369	-1.61123740477	-2.89641912608	-1.37554911411
DC_AML__co-2-Query--negative:Sae1	1.46176362413	0.472371956457	0.539180102963	-4.73774724768	-1.01670416322	1.73635151348
DC_AML__co-2-Query--negative:Cd34	-1.66906402766	0.573876053068	0.62910971472	-3.87657357219	0.498612959758	0.336012043054
DC_AML__co-2-Query--negative:Prim1	0.171256692941	-0.918202697394	-3.76227781174	-2.45939196788	-2.09750621059	1.35316983307
DC_AML__co-2-Query--negative:Rpa2	-0.826216011372	-0.409440231022	-0.424459253406	-2.36135616459	-2.52782058333	1.54256556279
DC_AML__co-2-Query--negative:Uqcrc1	0.0879304654402	-0.0946545462425	-0.974802702415	-2.14454108165	-1.9213032722	-0.0472666653929
